16; 1
16; 1
16; 1
16; 1
16; 1
32; 1
32; 1
32; 1
32; 1
32; 1
32; 1
32; 1
64; 1
64; 1
64; 1
64; 1
64; 1
64; 1
64; 1
64; 1
64; 1
64; 1
128; 1
128; 1
128; 1
128; 1
128; 1
128; 1
128; 1
128; 1
128; 1
128; 1
128; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
256; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
512; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
1024; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
2048; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
4096; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
8192; 1
